title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Birth trends in London,2y5q8,"This Intelligence Unit Update (08-2016) analyses a range of data for London and the rest of the country, looking at trends in the number and patterns of...","This Intelligence Unit Update (08-2016) analyses a range of data for London and the rest of the country, looking at trends in the number and patterns of births, and potential subsequent impacts on demand for school places. The Update and accompanying data are available to download.",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2y5q8,UNKNOWN,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, migration, fertility, births, affordability, school places",snowflake,Medium,"Topics: demographics, young-people. Last updated: 2016-12-01."
"Office for National Statistics (ONS) Population Estimates, Borough and Ward",vd615,ONS Mid-year estimates (MYE) of resident populations for London boroughs are available in the following files: Mid-year population by single year of age...,"ONS Mid-year estimates (MYE) of resident populations for London boroughs are available in the following files: Mid-year population by single year of age (SYA) and sex, for each year 1999 to 2014. ONS mid-year estimates data back to 1961 total population for each year since 1961. These files take into account the revised estimates released in 2010. Ward level Population Estimates London wards single year of age data covering each year since 2002. Custom Age Range Tool An Excel tool is available that uses Single year of age data that enables users to select any age range required. ONS policy is to publish population estimates rounded to at least the nearest hundred persons. Estimates by single year of age, and the detailed components of change are provided in units to facilitate further calc",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vd615,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,1999-01 to 2014-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, estimates, demography, mye, young-people",snowflake,Medium,"Topics: demographics, young-people. Last updated: 2016-11-10."
Transgenerational Ethnicity,2jxn0,A briefing note on the methodology for estimating the probability of a child's ethnicity based on the ethnicity of it's parents (transgenerational...,A briefing note on the methodology for estimating the probability of a child's ethnicity based on the ethnicity of it's parents (transgenerational ethnicity). This report was first published by Data Management & Analysis Group in 2005.,Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jxn0,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"ethnic group, ethnic group population projections, projections, population projections, births, demograpahy",snowflake,Medium,Topics: demographics. Last updated: 2016-11-10.
Estimating births using GP registration data,23nz3,A technical note and subsequent Update on the use of General Practitioner (GP) registration data to estimate the number of live births occurring in London....,"A technical note and subsequent Update on the use of General Practitioner (GP) registration data to estimate the number of live births occurring in London. The technical note presents analysis into the relationships between GP registration and birth estimates data, which indicates that GP registrations can be used to predict birth estimates with a good level of accuracy at local auhtority level. Using the approach outlined in the note, a strong indication of births can be obtained up to eleven months ahead of the release of official data. The note presents birth estimates for the year to mid-2015 based on analysis of GP registration data and explores the likely accuracy of such estimates. Intelligence Unit Update 04-2016 compares the birth predictions made in the technical note with subseq",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/23nz3,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"estimates, births, nhs, technical, ONS, population projections",snowflake,Medium,Topics: demographics. Last updated: 2016-07-26.
Country of Birth - Population Pyramid Tool,29zdo,This workbook allows users to pull out data from 2011 Census Commissioned Table CT0561 (a ge by sex by country of birth) and visualises the data in a...,This workbook allows users to pull out data from 2011 Census Commissioned Table CT0561 (a ge by sex by country of birth) and visualises the data in a population pyramid. This data was part of a release of 2011 Census tables that allow users to see the characteristics of small migrant populations. See this dataset for more characteristics.,Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/29zdo,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"census, age, pyramid, sex, nationality, country, population, birth, 2011",snowflake,Medium,Topics: demographics. Last updated: 2016-02-25.
"Birth and Death Rates, Ward",ep8gd,"Live births by usual residence of mother, and General Fertility Rates (GFR), and Deaths and Standardised Mortality Ratio (SMR) by ward and local authority....","Live births by usual residence of mother, and General Fertility Rates (GFR), and Deaths and Standardised Mortality Ratio (SMR) by ward and local authority. The births and deaths data comes from ONS Vital Statistics Table 4. Small area data is only available directly from ONS under licence. The general fertility rate (GFR) is the number of live births per 1,000 women aged 15-44. SMR measures whether the population of an area has a higher or lower number of deaths than expected based on the age profile of the population (more deaths are expected in older populations). The SMR is defined as follows: SMR = (Observed no. of deaths per year)/(Expected no. of deaths per year). Rates are provisional, they are based on the GLA 2011 based SHLAA ward projections (standard) released in January 2012. A",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/ep8gd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2002-01 to 2014-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"births, rates, smr, wards, deaths, gfr",snowflake,Medium,Topics: demographics. Last updated: 2016-02-09.
Life Expectancy at Birth and Age 65 by Ward,2jkwj,"This series has been discontinued. Life expectancy at birth and age 65 by sex and ward, London borough, region, 1999/03 - 2010/14. The population data used...","This series has been discontinued. Life expectancy at birth and age 65 by sex and ward, London borough, region, 1999/03 - 2010/14. The population data used is revised 2002-2010 ONS mid year estimates (MYE) - revised post 2011 Census. Revised population estimates by single year of age for wards can also be found on the ONS website for 2002-2010 , 2011 , 2012 , and 2013 . These figures are consistent with the published revised mid-2002 to mid-2010 local authority estimates. Rolling 5-year combined life expectancies are used for wards to reduce the effects of the variability in number of deaths in each year. The same method is applied to higher geographies to enable meaningful comparisons. However, 3-year combined expectancies are published separately on the Datastore for geographical areas t",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2jkwj,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,1999-01 to 2014-12,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"barking-and-dagenham, redbridge, ealing, males, ward, hillingdon, females, richmond-upon-thames, merton, lewisham, southwark, lambeth, kensington-and-chelsea, bexley, havering, newham, bromley, kingston-upon-thames, haringey, croydon, waltham-forest, camden, barnet, births, brent, city-of-london, westminster, wards, harrow, enfield, sutton, hounslow, greenwich, life-expectancy, hackney, wandsworth, hammersmith-and-fulham, islington, tower-hamlets",snowflake,Medium,"Topics: demographics, health. Last updated: 2016-02-09."
SASPAC London 2011 System Files,2w968,A zip file containing the SASPAC system files for all table sets and all geographies within the London region. 828Mb. Last updated 24/06/2014 to include all...,"A zip file containing the SASPAC system files for all table sets and all geographies within the London region. 828Mb. Last updated 24/06/2014 to include all standard tables, workplace tables and workday tables. Requires SASPAC version 9.87. System files for Commissioned Tables can be found here .",Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/2w968,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,HTML,UNKNOWN,UNKNOWN,Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"data, 2011, saspac, census, download, system-files",snowflake,Medium,Topics: demographics. Last updated: 2016-02-08.
London Commissioned Tables System Files,em83m,"System files for all 2011 Census commissioned tables currenlty available at OA, LSOA, MSOA and ward that contain London data. Last updated 08/02/16 File...","System files for all 2011 Census commissioned tables currenlty available at OA, LSOA, MSOA and ward that contain London data. Last updated 08/02/16 File size: 73Mb Standard, workplace and workday tables can be downloaded here .",Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/em83m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,ZIP,UNKNOWN,2011-01 to 2011-12,Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"saspac, census, commissioned, system files",snowflake,Medium,Topics: demographics. Last updated: 2016-02-08.
CIS Annual Reports,23gwk,Census Information Scheme Annual Reports,Census Information Scheme Annual Reports,Demographics,Census Information Scheme,https://data.london.gov.uk/dataset/23gwk,Other (Public Domain),Annual,PDF,UNKNOWN,2012-10 to 2021-10,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"census, census information scheme, cis",snowflake,Medium,Topics: demographics. Last updated: 2016-01-28.
