title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
LFB Payments over £250 - 2021/22,204gj,This dataset is for 2021/22 (April 2021 to March 2022) only. See also: Data for 2020/21 Data for 2019/20 Data for 2018/19 Data for 2017/18 Data for 2016/17...,This dataset is for 2021/22 (April 2021 to March 2022) only. See also: Data for 2020/21 Data for 2019/20 Data for 2018/19 Data for 2017/18 Data for 2016/17 and earlier Payments over £250 made by the London Fire Brigade* as part of the government and Mayor of London's transparency agenda. The Local Government Transparency Code 2015 requires the data to indicate VAT for payments which cannot be recovered; there are no such payments for LFB as all VAT is recoverable. The Local Government Transparency Code also requires a 'merchant category' to be added to payment details. LFB has ' ProClass ' data and this is added to published data. Please note that most of LFB suppliers and contractors currently have a ProClass classification but a small number of payments may not have a ‘merchant category’,Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/204gj,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,CSV,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"LFB London Fire Brigade, LFC, London Fire Commissioner, payments",snowflake,Medium,"Topics: crime-and-community-safety, transparency. Last updated: 2022-04-12."
Understanding serious violence among young people in London,exyxr,This page contains analyses of serious youth violence conducted by the GLA’s Strategic Crime Analysis team and MOPAC Evidence and Insight Team to inform...,"This page contains analyses of serious youth violence conducted by the GLA’s Strategic Crime Analysis team and MOPAC Evidence and Insight Team to inform work to prevent and reduce serious violence affecting young people in London. The page contains 4 separate analyses. The first two analyses in 2018 were produced in support of an over-arching report ‘Progressing a Public Health Approach to Violence Prevention and Reduction’. The third contains an update of the data pack produced in July 2019. And the most recent analysis published in 2021, provides more comprehensive analysis and statistical modelling which makes use of improvements to public health data related to violence.",Public Safety,Greater London Authority (GLA),https://data.london.gov.uk/dataset/exyxr,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"violence, public health",snowflake,Medium,"Topics: crime-and-community-safety, income-poverty-welfare, young-people. Last updated: 2021-12-08."
LFB senior staff salary information,vqm1d,The London Fire Brigade (LFB) publishes details of certain senior staff as required by the Accounts and Audit Regulations 2015 (Statutory Instrument...,"The London Fire Brigade (LFB) publishes details of certain senior staff as required by the Accounts and Audit Regulations 2015 (Statutory Instrument 2015/234) as part of its annual accounts: the number of employees whose remuneration in that year was at least £50,000 in brackets of £5,000 details of remuneration and job title of certain senior employees whose salary is at least £50,000, and employees whose salaries are £150,000 or more must also be identified by name. This information is included in the published accounts which are available here for 2018/19 on the LFB website. The 'senior staff' prescribed by the regulations for the Brigade comprise four officers namely: the Director of Corporate Services, the Director (Deputy Commissioner) of Safety and Assurance, and the Director (Deput",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/vqm1d,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,2015-01 to 2015-01,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"fire, pay, salary, senior-staff, lfb",snowflake,Medium,"Topics: crime-and-community-safety, transparency. Last updated: 2021-11-17."
Policing and Crime: An evidence base for London,2lw5g,Understanding the evidence has been critical in supporting the development of the draft Police and Crime Plan. The overarching aim of this product is to...,Understanding the evidence has been critical in supporting the development of the draft Police and Crime Plan. The overarching aim of this product is to provide an overview of the potential policing and crime challenges London can expect to encounter over the coming years and insights in how to respond effectively to these.,Public Safety,Mayor’s Office for Policing And Crime (MOPAC),https://data.london.gov.uk/dataset/2lw5g,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: crime-and-community-safety. Last updated: 2021-11-16.
LFB financial and performance reporting 2020/21,2rqrw,"As part of budget guidance, the Mayor asks that the LFB (London Fire Commissioner) publish financial and performance monitoring. The aim is that this...","As part of budget guidance, the Mayor asks that the LFB (London Fire Commissioner) publish financial and performance monitoring. The aim is that this information is available on our external website within 25 working days after each quarter end. There is a separate page for each financial/performance year. From 1 April 2018, the London Fire Commissioner is the fire and rescue authority for London, and the LFC runs the London Fire Brigade.",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/2rqrw,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Quarterly,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"budget, performance, monitoring, LFB London Fire Brigade, LFC, Mayor",snowflake,Medium,"Topics: crime-and-community-safety, transparency. Last updated: 2021-09-09."
Public attitudes towards violent crime in London,24015,The GLA conducted a representative survey of Londoners to understand attitudes towards violent crime. The survey was carried out by YouGov for the GLA...,"The GLA conducted a representative survey of Londoners to understand attitudes towards violent crime. The survey was carried out by YouGov for the GLA between 23rd – 28th July 2021, with a response of 1,123 London residents aged 18+. The figures have been weighted and are representative of all London adults (aged 18+). Some figures have been compared against a previous survey carried out by YouGov for the GLA between 30th July – 2nd August 2018, with a response of 1,191 London residents aged 18+.",Public Safety,GLA Opinion Research,https://data.london.gov.uk/dataset/24015,UNKNOWN,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: crime-and-community-safety. Last updated: 2021-07-30.
Land and Property Owned or Occupied by LFEPA,2r81m,Details of land and property owned/occupied by LFEPA (London Fire and Emergency Planning Authority/London Fire Brigade) is available in the Land and...,"Details of land and property owned/occupied by LFEPA (London Fire and Emergency Planning Authority/London Fire Brigade) is available in the Land and Property Database , including whether freehold/leasehold interest, size of site/accommodation, use, address including postcode.",Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/2r81m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"buildings, land, fire, property, lfepa, lfb",snowflake,Medium,"Topics: crime-and-community-safety, planning, transparency. Last updated: 2021-05-19."
LFB Payments over £250 - 2020/21,epony,This dataset is for 2020/21 (April 2020 to March 2021) only. See also: Data for 2019/20 Data for 2018/19 Data for 2017/18 Data for 2016/17 and earlier...,This dataset is for 2020/21 (April 2020 to March 2021) only. See also: Data for 2019/20 Data for 2018/19 Data for 2017/18 Data for 2016/17 and earlier Payments over £250 made by the London Fire Brigade* as part of the government and Mayor of London's transparency agenda. The Local Government Transparency Code 2015 requires the data to indicate VAT for payments which cannot be recovered; there are no such payments for LFB as all VAT is recoverable. The Transparency Code also requires a 'merchant category' to be added to payment details. LFB has ' ProClass ' data and this is added to published data. Please note that most of LFB suppliers and contractors currently have a ProClass classification but a small number of payments may not have a ‘merchant category’. * The London Fire Commissioner i,Public Safety,London Fire Brigade,https://data.london.gov.uk/dataset/epony,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Monthly,CSV,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"LFB, London Fire Brigade, payments, LFC, london fire commissioner",snowflake,Medium,"Topics: crime-and-community-safety, transparency. Last updated: 2021-04-13."
Metropolitan Police Notifiable Offences by Time of Day,epo8d,Total and alcohol-related notifiable offences recorded by the Metropolitan Police by time of day This dataset is included in the Greater London Authority's...,Total and alcohol-related notifiable offences recorded by the Metropolitan Police by time of day This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.,Public Safety,Greater London Authority (GLA),https://data.london.gov.uk/dataset/epo8d,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2010-01 to 2018-12,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,nto,snowflake,Medium,Topics: crime-and-community-safety. Last updated: 2020-11-30.
Assault-related incidents attended by time of day,e1986,"Number of assault-related incidents attended by the LAS in London by night (6pm-6am) and day (6am-6pm), count and proportion, 2007/08 to 2017/18. This...","Number of assault-related incidents attended by the LAS in London by night (6pm-6am) and day (6am-6pm), count and proportion, 2007/08 to 2017/18. This dataset also includes borough level data for selected years. This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.",Public Safety,London Ambulance Service,https://data.london.gov.uk/dataset/e1986,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2007-01 to 2018-12,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,nto,snowflake,Medium,Topics: crime-and-community-safety. Last updated: 2020-10-16.
