title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Focus on London - Skills,2n8ym,"FOCUS ON LONDON 2012: SKILLS :DEGREES OF QUALIFICATION London’s diverse economy, and status as one of the most important cities in the world calls for a...","FOCUS ON LONDON 2012: SKILLS :DEGREES OF QUALIFICATION London’s diverse economy, and status as one of the most important cities in the world calls for a highly skilled workforce. Qualifications are considered an important predictor of success in a labour market. This edition of Focus on London, authored by Slawek Kozdras, explores the skills and qualification levels of young people before moving on to an analysis of adults’ qualifications and the skills that different occupations in London require. PRESENTATION: This interactive presentation focuses on achievements of 15 year olds, and compares trends of GCSE results in London, and England, with results in the OECD PISA tests, and shows that while GCSE results are still rising sharply, results in the PISA tests have a slight downward trend",Demographics,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2n8ym,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"skills, fol, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-10-17.
"Workplace Employment by Sex and Status, Borough",em8p5,"Numbers of jobs in an area by gender, and whether an employee or self-employed. This data shows the number of jobs, not the number of people. People with...","Numbers of jobs in an area by gender, and whether an employee or self-employed. This data shows the number of jobs, not the number of people. People with more than one job are counted more than once. Figures may not add up due to rounding. Figures are rounded to the nearest thousand. Percentages are rounded to one decimal place and were calculated on unrounded figures. Employees - An employee is anyone aged 16 years or over that an organisation directly pays from its payroll(s), in return for carrying out a full-time or part-time job or being on a training scheme. It excludes voluntary workers, self-employed and working owners who are not paid via PAYE People who are self-employed in a second job are included in the self-employed totals. Self-employment data is taken from the Annual Popula",Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/em8p5,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2011-01 to 2014-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"status, employed, self, workplace, jobs, employment, employee, gender, self-employed, workforce, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-10-17.
"Working-age Client Group (Claimants of Key Benefits), Borough",expyr,This dataset is no longer being updated because the data has been discontinued. Working Age Client Group (number of working-age people who are claiming one...,"This dataset is no longer being updated because the data has been discontinued. Working Age Client Group (number of working-age people who are claiming one or more key DWP benefits), rates, and numbers. Out of work benefit claimants, and rates. Key out-of-work benefits consists of the benefit stat groups (Job seeker, ESA and incapacity benefits, Lone parent, and Others on income related benefit), which therefore includes Jobseeker’s Allowance, Employment and Support Allowance, Incapacity Benefit or Severe Disablement Allowance, Income Support with a child under 16 and no partner, and other Income Support (including IS Disability Premium) or Pension Credit. Data about the ‘key’ benefits for clients are merged together to create “Client Group” data, providing information about whether a clie",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/expyr,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Unknown,SPREADSHEET,UNKNOWN,1999-08 to 2016-11,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"poverty, dwp, working-age, benefits, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-10-17.
"Job Seekers Allowance Claimants, Borough",2yj5w,Job Seekers Allowance (JSA) replaced Unemployment Benefit and Income Support for unemployed people on 7th October 1996. It is payable to people under state...,"Job Seekers Allowance (JSA) replaced Unemployment Benefit and Income Support for unemployed people on 7th October 1996. It is payable to people under state pension age who are available for and actively seeking work. Participants in some government training schemes are able to claim JSA. In addition to signing an agreement with Job Centre Plus stipulating work restrictions and a programme for finding work a person must: be living in Great Britain; be capable of work; not in education; not be working 16 or more hours a week on average. Additionally, the partners of claimants of income-based JSA should not work for 24 hours or more per week JSA is either contribution or income-based depending on individual circumstances. Those who have paid sufficient National Insurance contributions receive",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/2yj5w,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,1999-08 to 2018-11,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"claimants, job-seekers-allowance, benefits, labour-market, unemployment, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-10-17.
"Income Support Claimants, Borough",2n8lx,Numbers and rates of income support claimants. Income Support is intended to help people on low incomes who do not have to be available for employment. It...,"Numbers and rates of income support claimants. Income Support is intended to help people on low incomes who do not have to be available for employment. It can normally be claimed by people who are: - aged 16 or over; - not working or working under 16 hours per week (and/or with a partner working under 24 hours); - not required to be available for full-time employment; and - in receipt of insufficient income to meet prescribed needs. The main types of people who receive it are lone parents, the long and short-term sick, people with disabilities and other special groups. Rates are as a percentage of all people aged 16-64 from ONS mid-year estimates. This dataset is based on 100% of claims so is not subject to any sampling error. In outputs figures are rounded to the nearest 10. Data relate t",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/2n8lx,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,1999-08 to 2018-11,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"poverty, benefits, income, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-10-17.
"Incapacity Benefit Claimants, Borough",2r8j1,Incapacity Benefit (IB) replaced Sickness Benefit and Invalidity Benefit from 13 April 1995. It is paid to people who are assessed as being incapable of...,"Incapacity Benefit (IB) replaced Sickness Benefit and Invalidity Benefit from 13 April 1995. It is paid to people who are assessed as being incapable of work and who meet certain contribution conditions. There are three rates of Incapacity Benefit. There are two short-term rates: the lower rate (IBST(L)) is paid for the first 28 weeks of sickness and the higher rate (IBST(H)) for weeks 29 to 52. The long-term rate (IBLT) applies to people who have been sick for more than a year. The higher short-term rate and the long-term rate are treated as taxable income. For the first 28 weeks of incapacity, people previously in work are assessed on the ‘own occupation’ test, i.e. the claimant’s ability to do their own job. Otherwise incapacity is based on the ‘personal capability assessment’ (formerly",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/2r8j1,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,2014-10 to 2018-11,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"disability, benefits, borough-economic",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-10-17.
"Place of Residence by Place of Work, Region",em8d5,Table to show all people in work in the UK by their place of residence and place of work (main job). The data helps to show commuting patterns since 2004....,Table to show all people in work in the UK by their place of residence and place of work (main job). The data helps to show commuting patterns since 2004. Matrix shows where workers commute from (residence) and to (workplace). Commuting data from the Annual Population Survey 2010 has been presented here using Prezi software. How does London get to work? Commuting in London on Prezi.,Demographics,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/em8d5,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2004-01 to 2018-12,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"commuting, employment, travel",snowflake,Medium,"Topics: employment-and-skills, transport. Last updated: 2019-06-28."
"State Pension Recipients, Borough",e5m5w,The State Pension was first introduced on 1 January 1909. The foundation of a universal contribution-related basic State Pension was laid in the 1940s....,"The State Pension was first introduced on 1 January 1909. The foundation of a universal contribution-related basic State Pension was laid in the 1940s. There are two main types of State Pension: contributory and non-contributory. Contributory State Pension consists of any combination of a Basic Pension (BP), Additional Pension (AP) or Graduated Retirement Benefit (GRB). Non-contributory pension consists of a Basic Pension plus any Graduated Retirement Benefit that is due. DWP data downloaded from NOMIS website",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/e5m5w,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Unknown,SPREADSHEET,UNKNOWN,2002-05 to 2018-11,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"benefits, retirement, state-pension, dwp",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-05-23.
Employment and Support Allowance Claimants,2w91y,Numbers and rates of people claiming Employment Support Allowance. Employment and Support Allowance (ESA) replaced Incapacity Benefit and Income Support...,Numbers and rates of people claiming Employment Support Allowance. Employment and Support Allowance (ESA) replaced Incapacity Benefit and Income Support paid on the grounds of incapacity for new claims from 27th October 2008.,Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/2w91y,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,2008-11 to 2018-11,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"benefits, employment",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-05-22.
"Pension Credit Claimants, Borough",2z0wy,"Pension Credit was introduced in October 2003. It is a non-contributory, income-related benefit. Its purposes are: To lift the poorest pensioners out of...","Pension Credit was introduced in October 2003. It is a non-contributory, income-related benefit. Its purposes are: To lift the poorest pensioners out of poverty by providing a contribution to a minimum guaranteed income for those aged 60 and over living in Great Britain. To reward those aged 65 and over who have made modest provision for their retirement. It is not necessary to have paid National Insurance contributions to be eligible. Pension Credit replaced the Minimum Income Guarantee (MIG), which, itself, replaced Income Support for older people in April 1999. However, the principle of a guaranteed minimum income continues to apply. There are two parts to Pension Credit: the guarantee credit and the savings credit. The guarantee credit provides financial help for people aged 60 or over",Demographics,Department for Work and Pensions,https://data.london.gov.uk/dataset/2z0wy,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,Unknown,SPREADSHEET,UNKNOWN,2003-11 to 2018-11,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"dwp, benefits, retirement, pension",snowflake,Medium,Topics: employment-and-skills. Last updated: 2019-05-22.
