title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
"CLEVER Cities Community Researchers Baseline Report, 2021",epq6r,"CLEVER Cities in South Thamesmead is a partnership between the Mayor of London, Peabody, Groundwork London, Young Foundation and Social Finance. The project...","CLEVER Cities in South Thamesmead is a partnership between the Mayor of London, Peabody, Groundwork London, Young Foundation and Social Finance. The project is supported by The Social Innovation Partnership and its Community Research Programme. The Community Research Team spent November and December 2020 gathering data from local people about their experiences in Thamesmead over the last year. The team hosted 9 focus groups with 101 attendees across the sessions, reaching 50 individual residents. They conducted 1:1 interviews with 39 residents (44% of whom were from South Thamesmead). Topics relevant to South Thamesmead discussed in the focus groups included: ​ Accessibility of arts and culture​ Crime and safety​ Perception of regeneration – Peabody residents​ Perception of regeneration – ",Other,CLEVER Cities - London partners,https://data.london.gov.uk/dataset/epq6r,UNKNOWN,Unknown,PDF,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Baseline, demography, Thamesmead, CLEVER Cities, Interviews, 2021, Community Researchers, survey, focus group interviews, Peabody, GLA, accessibility, arts, culture, crime, safety, regeneration, young people, clevercities",snowflake,Medium,"Topics: art-and-culture, business-and-economy, crime-and-community-safety, demographics, environment, health, housing, planning, young-people. Last updated: 2024-01-15."
London Wellbeing and Sustainability Measure,e76nj,The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success...,"The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success as a place to live and work for all its residents. It would counteract the fact that, for years, London’s success has been mostly measured only in terms of its material wealth. After a comprehensive and thorough development process , we are pleased to present the first iteration of the London Wellbeing and Sustainability Measure. This page hosts a summary report that accompanied publication of the first iteration, a user guide created by the Centre for Thriving Places, as well as the data for the 64 constituent indicators that make up the London Wellbeing and Sustainability Measure in one spreadsheet. Please visit our dedicated website ",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e76nj,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, crime-and-community-safety, demographics, education, employment-and-skills, environment, health, housing, income-poverty-welfare, planning, sport, transport, young-people. Last updated: 2023-11-02."
London Wellbeing and Sustainability Measure (development work),2jynl,The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success...,"The Mayor of London committed to developing a London Wellbeing and Sustainability Measure in his 2021 manifesto . This was to help measure London’s success as a place to live and work for all its residents. It would counteract the fact that, for years, London’s success has been mostly measured only in terms of its material wealth. GLA City Intelligence led the development of this measure of wellbeing and sustainability. It brings together data on the multiple aspects of our lives that form the basis of our collective wellbeing. This enables us to track which aspects of our lives are getting better over time and focus on the areas that need improvement. The London Wellbeing and Sustainability Framework was developed through a review of frameworks used by other cities, liaising with likely u",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jynl,UNKNOWN,Unknown,"IMAGE, PDF",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, crime-and-community-safety, demographics, education, employment-and-skills, environment, health, housing, income-poverty-welfare, planning, sport, transport, young-people. Last updated: 2023-10-12."
Survey of Londoners 2018-19,e119j,"The Mayor of London has placed a high priority on improving social integration, equality, diversity and inclusion, economic fairness and food security...","The Mayor of London has placed a high priority on improving social integration, equality, diversity and inclusion, economic fairness and food security across the city. Recognising the need for better evidence in these areas to ensure that policy and programmes have maximum impact, the GLA conducted the Survey of Londoners in 2018-19, an online and paper self-completion survey of adults aged 16 and over in London. The Survey, which received responses from 6,601 Londoners, aims to fill evidence gaps and help improve analysis and policy making in these areas. It uses questions that allow for comparison with existing London and national data, and has a larger sample size than regular opinion polling. This offers a more accurate picture of society in London and allows for detailed and robust an",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e119j,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,clevercities,snowflake,Medium,"Topics: art-and-culture, demographics, employment-and-skills, health, housing, income-poverty-welfare, sport, young-people. Last updated: 2022-09-05."
Taking Part Survey 2019-20 - London summary,29x7q,The Taking Part survey is a continuous face to face household survey of adults aged 16 and over in England (and children aged 5 to 15 years old). The survey...,"The Taking Part survey is a continuous face to face household survey of adults aged 16 and over in England (and children aged 5 to 15 years old). The survey provides evidence for the Department for Digital, Culture, Media & Sport (DCMS) for measuring engagement with the cultural sectors in England. This report summarises the results from the 2019/20 adult survey and provides comparisons between London and the rest of England. It should be noted that all of the fieldwork took place prior to the COVID-19 pandemic. Fieldwork was terminated before its intended end date due to the COVID-19 coronavirus pandemic. DCMS do not expect that either the pandemic or reduced fieldwork has affected the accuracy of the estimates. Further details of the breakdowns presented in this report can be accessed th",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/29x7q,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,PDF,UNKNOWN,UNKNOWN,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"survey, culture, social integration",snowflake,Medium,Topics: art-and-culture. Last updated: 2021-08-03.
Researching Community Collecting During COVID-19   ,2ox4d,The Community Engagement team at the Greater London Authority (GLA) commissioned this report to identify and examine past and present projects which involve...,"The Community Engagement team at the Greater London Authority (GLA) commissioned this report to identify and examine past and present projects which involve collecting Londoners experiences of COVID-19 through a variety of creative and non-traditional materials. The purpose of the report is to: provide an overview of projects and activities which record Londoners COVID-19 stories and experiences. outline who is responsible for these projects and activities (individuals, museums, community groups, charities, community interest groups, non-profits, other institutions and organisations). analyse the voices of individuals/groups/communities targeted in the projects and activities. highlight obvious gaps in the collected data which can inform future programmes geographically map out projects an",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2ox4d,UNKNOWN,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Borough,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, covid-19, education, environment, health, housing, income-poverty-welfare, sport, young-people. Last updated: 2021-07-13."
Life in Generation Z ,ex4gl,"This is a survey of over 3,000 young Londoners that was completed in June 2020 in partnership with the Museum of London. This focuses on the key issues and...","This is a survey of over 3,000 young Londoners that was completed in June 2020 in partnership with the Museum of London. This focuses on the key issues and concerns affecting young people aged between 16-24 and reviews the challenges they face and what needs to happen to help young people thrive across the capital. This dataset is being reviewed. The data will be made available again soon.",Other,Museum of London and Partnership for Young London ,https://data.london.gov.uk/dataset/ex4gl,Open Data Commons Attribution License — http://www.opendefinition.org/licenses/odc-by,One off,UNKNOWN,UNKNOWN,UNKNOWN,Ward,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, covid-19, crime-and-community-safety, demographics, education, employment-and-skills, health, income-poverty-welfare, young-people. Last updated: 2020-10-27."
Tourism estimates for London in 2019 and forecasts for 2020,2ryyd,London’s Tourism Direct GVA (TDGVA) in 2019 is estimated by taking London’s share of the latest ONS regional TDGVA publication (2013) and multiplying it...,"London’s Tourism Direct GVA (TDGVA) in 2019 is estimated by taking London’s share of the latest ONS regional TDGVA publication (2013) and multiplying it with the latest TDGVA estimate (2017) for the UK. The resulting figure is then multiplied with a ratio of London spend data from VisitBritain’s International Passenger Surveys from 2019 and 2017. This approach assumes 1) that London’s share of UK TDGVA has remained constant from 2013 to 2017 and 2) a constant relation between spend and GVA from 2017 to 2019. The annual VisitBritain forecast for the volume and value of inbound tourism to the UK is issued in December each year. They have however updated this to reflect the impact of COVID-19 on inbound tourism to the UK, as well as an estimate of impact on domestic tourism within England. Th",Other,London & Partners and Visit Britain,https://data.london.gov.uk/dataset/2ryyd,UNKNOWN,One off,"PDF, SLIDESHOW",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, covid-19, transparency. Last updated: 2020-10-21."
Number of International Visitors to London,20opj,Visit Britain publish data relating to international visitors to the UK. They produce the data in two formats - individual spreadsheets for each region that...,"Visit Britain publish data relating to international visitors to the UK. They produce the data in two formats - individual spreadsheets for each region that are updated annually, and a single spreadsheet for all regions, containing less detail but updated quarterly. Data shows London totals for nights, visits, and spend. Data broken down by age, purpose, duration, mode and country. This data is also available from Visit Britain website, including the latest quarterly data for other regions. All data taken from the International Passenger Survey (IPS). Some additional data on domestic tourism can be found on the Visit Britain website, and Visit England both overnight tourism and Day visits pages. Data on accomodation occupancy levels is also available from Visit England . An overview of all",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/20opj,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,"CSV, SPREADSHEET",UNKNOWN,2002-01 to 2020-03,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"ips, international, visitors, tourists, overseas, tourism, visits, spend, trips, holiday, nto",snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london, transport. Last updated: 2020-09-01."
Approved Food Establishments ,2zwwy,"A full list of establishments approved to handle, prepare or produce products of animal origin for which requirements are laid down in Regulation (EC) No...","A full list of establishments approved to handle, prepare or produce products of animal origin for which requirements are laid down in Regulation (EC) No 853/2004.",Other,Food Standards Agency,https://data.london.gov.uk/dataset/2zwwy,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,CSV,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: art-and-culture. Last updated: 2020-06-01.
Percentage of Londoners engaged/accessing culture/cultural events by socio-economic group / borough,2y5jq,,UNKNOWN,Other,GOV.UK,https://data.london.gov.uk/dataset/2y5jq,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2008-01 to 2019-10,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, business-and-economy. Last updated: 2019-11-28."
Food Hygiene Ratings Scheme,2oggd,"Food hygiene rating or inspection results given to a businesses and date of inspection or visit by the local authority. Businesses include restaurants,...","Food hygiene rating or inspection results given to a businesses and date of inspection or visit by the local authority. Businesses include restaurants, pubs, cafés, takeaways, hotels and other places consumers eat, as well as in supermarkets and other food shops. The data is held on behalf of local authorities participating in the FSA's national food hygiene rating schemes.",Other,Food Standards Agency,https://data.london.gov.uk/dataset/2oggd,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Realtime,HTML,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: art-and-culture. Last updated: 2019-11-18.
"The 2014 Internet User Classification (IUC), LSOA",v8o11,This bespoke geodemographic classifi cation maps the geography of digital consumers within England by combining over seventy measures selected from survey...,"This bespoke geodemographic classifi cation maps the geography of digital consumers within England by combining over seventy measures selected from survey and lifestyle data, alongside census and infrastructure performance statistics. This project forms an output of an ESRC funded PhD and research project, both undertaken at the University of Liverpool. This project aims to assist the pro ling of customer databases, targeted marketing applications, policy delivery and strategic planning, where Internet use and engagement characteristics of a target population are of high importance. The Internet User Classi cation (IUC) has a two-tier structure comprising four Super-groups and eleven Groups that are used to classify all Lower Layer Super Output areas in England. Classication groups: Superg",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/v8o11,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"PDF, SPREADSHEET, ZIP",UNKNOWN,2014-01 to 2014-12,Lower Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"technology, Social networking, email, access, broadband, mobile, smartphones, internet, tablet, portable, computer, Information, laptop, borough-economic",snowflake,Medium,"Topics: art-and-culture, employment-and-skills. Last updated: 2019-10-17."
The number of public houses and bars in London 2001-2016,vdjmm,"Data from the Inter-Departmental Business Register, providing information on: the number of public houses and bars (SIC 56.30/2) in London, by Local...","Data from the Inter-Departmental Business Register, providing information on: the number of public houses and bars (SIC 56.30/2) in London, by Local Authority the employment provided by public houses and bars in London, by Local Authority the number of public houses and bars in London, by MSOA, for 2001 to 2016",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vdjmm,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,UNKNOWN,Middle Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"culture, bars, employment, pubs, borough-economic",snowflake,Medium,"Topics: art-and-culture, business-and-economy, championing-london. Last updated: 2019-10-16."
London's Night Time Economy by Borough and MSOA,2w1g8,"Number of workplaces and employees working in industry sectors that operate in the evening or night. The ""night time economy"" is defined as the following...","Number of workplaces and employees working in industry sectors that operate in the evening or night. The ""night time economy"" is defined as the following Standard Industrial Classification 2007 (SIC 2007) industries: Cultural and leisure activities Activities which support night time cultural and leisure activities 24-hour health and personal social services Activities which support wider social and economic activities This data is provided at Borough and MSOA level. This dataset is included in the Greater London Authority's Night Time Observatory. Click here to find out more.",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2w1g8,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2001-01 to 2017-12,Middle Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"night, life, bar, club, pub, venue, A&E, hospital, borough-economic, nto",snowflake,Medium,"Topics: art-and-culture, business-and-economy, employment-and-skills. Last updated: 2019-10-16."
"Number of public houses, licenced clubs, restaurants and takeaways by Borough",exyrm,The number of workplaces and employment in London for the Industrial Sectors: Public Houses and Bars Licensed restaurants Unlicensed restaurants and cafes...,"The number of workplaces and employment in London for the Industrial Sectors: Public Houses and Bars Licensed restaurants Unlicensed restaurants and cafes Take away food shops and mobile food stands Licensed clubs For Public Houses and Bars an analysis is also presented by workplace size, and by workplace MSOA.",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/exyrm,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2001-01 to 2017-12,Middle Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"pubs, stalls, night, evening, drinking, party, borough-economic",snowflake,Medium,"Topics: art-and-culture, business-and-economy, employment-and-skills. Last updated: 2019-10-16."
Tourism Spend Estimates,vq81d,Local Authority level tourist spend estimates (£ millions). Indicitive borough level day visitor estimates for 2007 were derived from the LDA’s own...,Local Authority level tourist spend estimates (£ millions). Indicitive borough level day visitor estimates for 2007 were derived from the LDA’s own experimental London level day visitor estimates. As such the borough level day visitor estimates should be treated with caution and the 2007 day visitor estimates are not comparable with those from previous years. They are intended only to give a best estimate of the scale of day visitor tourism in each borough from the currently available data. This dataset is no longer updated.,Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vq81d,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"HTML, SPREADSHEET",UNKNOWN,2004-01 to 2009-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"overseas, domestic, spending, visitors, day-trips, tourism, borough-economic",snowflake,Medium,"Topics: art-and-culture, business-and-economy. Last updated: 2019-10-16."
"Equality, Diversity and Inclusion Evidence Base for London",2jxm6,"The Mayor has a role to play in leading, shaping and responding to changes in London through the work of the GLA group. Inclusive London: the Mayor's...","The Mayor has a role to play in leading, shaping and responding to changes in London through the work of the GLA group. Inclusive London: the Mayor's equality, diversity and inclusion strategy sets out how he will help address the inequalities, barriers and discrimination experienced by groups protected by the Equality Act 2010, as well as wider issues. These include poverty and socio-economic inequality, and the challenges and disadvantage facing groups like young people in care, care leavers, single parents, migrants and refugees. This report, the equality, diversity and inclusion evidence base for London, informs the strategy. It presents evidence on London's diverse population, as well as the inequalities experienced by Londoners in areas such as housing, education, employment, transpo",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2jxm6,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"PDF, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"diversity, equality, inclusion",snowflake,Medium,"Topics: art-and-culture, crime-and-community-safety, demographics, education, employment-and-skills, environment, health, housing, income-poverty-welfare, sport, transport, young-people. Last updated: 2019-09-20."
"Internet Use by Borough, and Population Sub-Groups",2w9y8,"This table shows whether people aged 16 or over have ever used or never used the internet by a range of variables such as age, ethnicity, pay, occupation,...","This table shows whether people aged 16 or over have ever used or never used the internet by a range of variables such as age, ethnicity, pay, occupation, qualifications, and disability. The question asked in the Labour Force Survey is ""When did you last use the internet?"" This question is only asked to people aged 16 and over. The first time this data was available was 2011 Q1. At borough level the data showed ever used or never used. For London and Rest of UK the data is broken down by a range of indicators, including age, ethnic group, weekly pay, occupation levels, qualification levels, and economic activity. The APS sampled around 333,000 people in the UK (around 27,000 in London). As such all figures must be treated with some caution. Data was supplied directly by ONS under request f",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2w9y8,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,SPREADSHEET,UNKNOWN,2011-01 to 2018-09,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,internet,snowflake,Medium,"Topics: art-and-culture, demographics. Last updated: 2019-07-01."
Night Time Commission Opinion Research 2018,2ogd6,The Night Time Commission was set up to provide independent advice to the Mayor as to the sustainable development of London’s night time economy. GLA...,"The Night Time Commission was set up to provide independent advice to the Mayor as to the sustainable development of London’s night time economy. GLA Opinion Research and Statistics was commissioned to conduct quantitative and qualitative research into the opinions and behaviours of Londoners at night. The following research is outlined below: Dec 2017 to Jan 2018 – 6 focus groups (each with 6-8 participants) with Londoners, and 4 face-to-face interviews with night-time workers. Complementary moderated discussions on Talk London, the GLA’s online research community 26 Feb 2018 to 1 Mar 2018 – representative polling with 1,058 adult Londoners, conducted by YouGov More detail on the sample and content covered is provided in the report below. This data should be understood alongside concurren",Other,GLA Opinion Research,https://data.london.gov.uk/dataset/2ogd6,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: art-and-culture, transparency. Last updated: 2018-10-10."
"Use of public libraries, Visits to museums and galleries, and Engagement in the arts",em8lm,"Use of public libraries, Visits to museums and galleries and Engagement in the arts. Libaries measures the percentage of adults who have used a public...","Use of public libraries, Visits to museums and galleries and Engagement in the arts. Libaries measures the percentage of adults who have used a public library service in the past 12 months. Use is for leisure purposes, including informal learning and studying or research for personal interests. Museums and Galleries measures the percentage of adults who have visited a museum or gallery in the past 12 months. Visits are for leisure purposes, including informal learning and studying or research for personal interests. Online access to collections and outreach services are not counted. Arts measures the percentage of adults who have either attended an arts event or participated in an arts activity at least three times in the past 12 months. Engagement must be for leisure purposes.",Other,"Department for Culture, Media and Sport",https://data.london.gov.uk/dataset/em8lm,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2008-01 to 2016-03,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"libraries, museums, culture, active, art, galleries, survey",snowflake,Medium,Topics: art-and-culture. Last updated: 2017-08-03.
Number of Premises Licences and Club Premises Certificates,em89m,"The Secretary of State for Culture, Media and Sport (DCMS) has policy responsibility in Government for licensing law relating to the sale of alcohol, the...","The Secretary of State for Culture, Media and Sport (DCMS) has policy responsibility in Government for licensing law relating to the sale of alcohol, the provision of regulated entertainment and the provision of late night refreshment in England and Wales under the Licensing Act 2003 (the 2003 Act). The Act came into force on 24th November 2005. The new regimes from the 2003 Act were to be run by a single Licensing Authority (LA) in each area (mainly local authorities). This dataset provides data on Alcohol, Entertainment and Late Night Refreshment Licensing. It covers on and off sales, sporting events, live music and recorded music. Responsibility for this data split in 2011, between the Home Office and DCMS. DCMS now only cover the entertainment licensing and the data for that can be fou",Other,"Department for Culture, Media and Sport",https://data.london.gov.uk/dataset/em89m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2008-03 to 2016-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"alcohol, licensing, leisure, bars, premises, pubs, clubs, entertainment, licenses",snowflake,Medium,Topics: art-and-culture. Last updated: 2017-02-06.
"Volunteering Work Among Adults, Borough",2k873,This data shows levels of volunteering among the adult population (16+) by borough and region. The exact question posed to repondents was: 'During the last...,"This data shows levels of volunteering among the adult population (16+) by borough and region. The exact question posed to repondents was: 'During the last 12 months, have you done any voluntary work?' Data is from the Taking Part survey only available under licence from DCMS. Taking Part survey has a Official Statistics seal from ONS The data shows combined scores from 3 years of the survey, excluding 2009/10 when there was no volunteering question in the survey. The combined result was calculated by totalling all valid responses across these three years. The figure for the City of London is based on a small number of surveys and therefore cannot be disclosed",Other,"Department for Culture, Media and Sport",https://data.london.gov.uk/dataset/2k873,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2008-01 to 2016-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"taking-part, voluntary-work, volunteering",snowflake,Medium,Topics: art-and-culture. Last updated: 2016-11-14.
"Internet and Computer use, London",2g171,Stati﻿stics of how many adults access the internet and use different types of technology covering: home internet access how people connect to the web how...,Stati﻿stics of how many adults access the internet and use different types of technology covering: home internet access how people connect to the web how often people use the web/computers whether people use mobile devices whether people buy goods over the web whether people carried out specified activities over the internet For more information see the ONS website and the UKDS website .,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2g171,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2013-01 to 2013-01,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"access, technology, email, information, computer, tablet, mobile, smartphones, laptop, social-networking, portable, broadband, internet",snowflake,Medium,Topics: art-and-culture. Last updated: 2016-04-14.
OFCOM Fixed Broadband Speeds,e55gn,"Ofcom annual reports on the UK’s fixed broadband, mobile and WiFi networks, digital television, digital radio and internet infrastructure. Ofcom gathers...","Ofcom annual reports on the UK’s fixed broadband, mobile and WiFi networks, digital television, digital radio and internet infrastructure. Ofcom gathers data from the main fixed broadband Internet Service Providers (BT, KCOM, Sky, TalkTalk and Virgin Media) on both their retail services and the services they provide to other ISPs as a wholesale service.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e55gn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2014-06 to 2014-07,Unit Postcode,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,broadband,snowflake,Medium,Topics: art-and-culture. Last updated: 2015-11-25.
"Community Strength Indicators, London",2nl58,Opinions of people aged 16 and over about their feelings of community strength and togetherness The survey tracks the latest trends and developments across...,"Opinions of people aged 16 and over about their feelings of community strength and togetherness The survey tracks the latest trends and developments across areas key to encouraging social action and empowering communities. The objectives of the survey are to provide robust, nationally representative data on behaviours and attitudes within communities to inform and direct policy and action in these areas. The Community Life Survey incorporates a small number of priority measures from the Citizenship Survey, which ran from 2001-2011. Questions included in this analysis: How strongly do you belong to Britain How strongly do you belong to your neighbourhood Whether agree or disagree that people in this neighbourhood pull together to improve the neighbourhood How often do you chat to any of you",Other,Cabinet Office,https://data.london.gov.uk/dataset/2nl58,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2012-04 to 2015-03,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"charitable giving, belonging, community, trust, ethnic relations, civic engagement, volunteering, neighbourhood, social action",snowflake,Medium,"Topics: art-and-culture, demographics, health. Last updated: 2015-11-20."
Resources of Global City Comparison Indicators,emq1g,"A list of some key resources for comparing London with other world cities. European Union/Eurostat, Urban Audit Arcadis, Sustainable cities index AT...","A list of some key resources for comparing London with other world cities. European Union/Eurostat, Urban Audit Arcadis, Sustainable cities index AT Kearney, Global Cities Index McKinsey, Urban world: Mapping the economic power of cities Knight Frank, Wealth report OECD, Better Life Index UNODC, Statistics on drugs, crime and criminal justice at the international level Economist, Hot Spots Economist, Global Liveability Ranking and Report August 2014 Mercer, Quality of Living Reports PWC, Cities of opportunity BCG, Decoding Global Talent Forbes, World's most influential cities Mastercard, Global Destination Cities Index Numbeo, Database of user contributed data",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/emq1g,UNKNOWN,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"indices, city, comparison, world, global",snowflake,Medium,"Topics: art-and-culture, championing-london. Last updated: 2015-06-05."
London 2012 Ticket Sales,2n8xn,"This spreadsheet provides data on ticket sales for selected sports at the London 2012 Olympic and Paralympic Games, and all sessions in which UK athletes...","This spreadsheet provides data on ticket sales for selected sports at the London 2012 Olympic and Paralympic Games, and all sessions in which UK athletes won gold medals at the Olympic Games. It is published to coincide with the release of the London Assembly Economy Committee report, The Price of Gold: Lessons from London 2012 ticket sales.",Other,London Organising Committee of the Olympic & Paralympic Games,https://data.london.gov.uk/dataset/2n8xn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2012-01 to 2012-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"paralympics, london-2012, olympics, tickets",snowflake,Medium,"Topics: art-and-culture, london-2012, sport, transparency. Last updated: 2014-07-07."
