title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Income from research related activities by London higher education providers,e6w7w,Income of London high education providers by total research grants and contracts.,Income of London high education providers by total research grants and contracts.,Education,HESA ,https://data.london.gov.uk/dataset/e6w7w,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2002-01 to 2018-12,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: education. Last updated: 2019-11-28.
Proportion of providers with Ofsted Good and Outstanding ratings at early years,vdj15,,UNKNOWN,Education,Ofsted,https://data.london.gov.uk/dataset/vdj15,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,2013-01 to 2019-10,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: education. Last updated: 2019-11-28.
"Awards of VRQs and NVQs, Borough",2km0j,"Awards of Vocationally Related Qualifications (VRQ) and National/Scottish Vocational Qualifications (N/SVQ) by gender, age group, level, Sector Subject...","Awards of Vocationally Related Qualifications (VRQ) and National/Scottish Vocational Qualifications (N/SVQ) by gender, age group, level, Sector Subject Area, occupation, and centre type. x = not available due to low numbers of achievements. https://www.gov.uk/government/statistical-data-sets/fe-data-library-vocational-qualifications--2",Education,"Department for Business, Energy & Industrial Strategy (BEIS)",https://data.london.gov.uk/dataset/2km0j,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2007-01 to 2015-08,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"education, nvq, vrq, skills, qualifications, borough-economic",snowflake,Medium,"Topics: education, employment-and-skills. Last updated: 2019-10-17."
"19 year olds Qualified to NVQ Level 3, Borough",29z0o,Number and proportion of 19 year olds qualified to Level 3 since 2007. Young people are allocated to a Local Authority based on the school where they were...,Number and proportion of 19 year olds qualified to Level 3 since 2007. Young people are allocated to a Local Authority based on the school where they were studying in year 11 at the time of the Spring census. Please note the definitions of level 3 and denominators do not equate with those used in the School and College Performance Tables: A learner is defined as having reached the level 3 threshold if they have achieved the equivalent of 4 AS / 2 A-levels. Only full VRQs count towards the target. Source: DfE: Level 2 and 3 Attainment by Young People in England Measured Using Matched Administrative Data: Attainment by Age 19 More information from Department of Education . Updated end of March each year.,Education,Department for Education,https://data.london.gov.uk/dataset/29z0o,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,SPREADSHEET,UNKNOWN,2007-01 to 2016-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"Exam, level 3, results, age, borough-economic",snowflake,Medium,"Topics: education, employment-and-skills. Last updated: 2019-10-17."
"Age When Completed Continuous Full-time Education, Borough",2yjyq,"The age of adults (16-69) when they completed full-time continuous education, by age band. Also shows those still in education and those who never had any...","The age of adults (16-69) when they completed full-time continuous education, by age band. Also shows those still in education and those who never had any education. Annual Population Survey dataset is only downloadable by approved ONS researchers. See more on the UK Data Archive website .",Education,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2yjyq,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2008-01 to 2018-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"age, education, left-school, full-time, borough-economic",snowflake,Medium,"Topics: education, employment-and-skills. Last updated: 2019-10-17."
"Pupils Eligible for Free School Meals, Borough",2w9z3,"Table of Free School Meal arrangements in maintained nursey, primary and secondary schools. Includes middle schools as deemed. Includes pupils who are sole...","Table of Free School Meal arrangements in maintained nursey, primary and secondary schools. Includes middle schools as deemed. Includes pupils who are sole or dual registrations. Includes boarders. National and regional totals, number on roll and number of pupils used in free school meal calculations based on Achievement and Attainment Tables have been rounded to the nearest 10. There may be discrepancies between the sum of constituent items and totals as shown. Link to DFE website",Education,Department for Education,https://data.london.gov.uk/dataset/2w9z3,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2007-01 to 2019-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"schools, primary, pupils, secondary, fsm, poverty, free-school-meals",snowflake,Medium,Topics: education. Last updated: 2019-07-31.
"Permanent Exclusions from School, Borough",exppr,"Figures for maintained primary, secondary and special schools are as confirmed by Local Authorities as part of the data checking exercise. Figures for CTCs,...","Figures for maintained primary, secondary and special schools are as confirmed by Local Authorities as part of the data checking exercise. Figures for CTCs, academies and non-maintained special schools are as reported by schools and are unconfirmed. National totals, regional totals and totals across school types have been rounded to the nearest 10. Includes middle schools as deemed. The number of permanent exclusions expressed as a percentage of the number (headcount) pupils in Primary, Secondary and Special schools, excluding dually registered pupils in special schools in January 2007. x less than 5, or a rate based on less than 5. Figures have been rounded to the nearest 10. See more on statistics on excluded pupils on the DfE website or read more on permanent and fixed-period exclusions",Education,Department for Education,https://data.london.gov.uk/dataset/exppr,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2006-01 to 2018-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"education, permanent-exclusions, pupils, schools",snowflake,Medium,Topics: education. Last updated: 2019-07-25.
"Pupils with Statements of Special Educational Needs (SEN), Borough",2r8yw,"Pupils with statements of Special Educational Needs (SEN), based on where the pupil attends school. Includes Nursery, Primary, Middle, Secondary,...","Pupils with statements of Special Educational Needs (SEN), based on where the pupil attends school. Includes Nursery, Primary, Middle, Secondary, Independent and Special schools, Pupil Referral Units, City Technology Colleges and Academies. Excludes dually registered pupils. Expressed as a percentage of the total number of pupils in all schools. National and regional totals have been rounded to the nearest 10. See more on the DfE website .",Education,Department for Education,https://data.london.gov.uk/dataset/2r8yw,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2002-01 to 2019-01,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"sen, special-educational-needs, schools, pupils",snowflake,Medium,Topics: education. Last updated: 2019-07-23.
"Schools and Pupils by Type of School, Borough",2k8od,"Table shows numbers of all Schools and Pupils by Type of School. School types included in this publication are State-Funded Primary, Secondary and Special...","Table shows numbers of all Schools and Pupils by Type of School. School types included in this publication are State-Funded Primary, Secondary and Special schools, Independent schools, Pupil Referral Units, and Alternative Provision. See DfE website Full daily dataset of all schools and pupil numbers are available from the DFE EduBase site Cartogram created from this data:",Education,Department for Education,https://data.london.gov.uk/dataset/2k8od,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2011-01 to 2019-06,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"secondary, private, independent, pupils, primary, schools",snowflake,Medium,Topics: education. Last updated: 2019-07-02.
"Percentage of Pupils by First Language, Borough",vq8g4,Primary and secondary pupils by whether first language is English or not. The number of pupils by their first language expressed as a percentage of the...,"Primary and secondary pupils by whether first language is English or not. The number of pupils by their first language expressed as a percentage of the number of pupils of compulsory school age and above. Total number of pupils of compulsory school age and above. Excludes dually registered pupils. National and regional totals, and totals across each Local Authority have been rounded to the nearest 10. Includes middle schools as deemed. # 1 or 2 pupils, or a rate based on 1 or 2 pupils. Data on DFE website",Education,Department for Education,https://data.london.gov.uk/dataset/vq8g4,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2007-01 to 2018-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"primary, esol, language, secondary, second, english, pupils",snowflake,Medium,Topics: education. Last updated: 2018-09-05.
