title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Council Elections Voters 2006,2wz1y,"Numbers of votes by party for elections on 4 May 2006 by borough. Voters were able to make more than one vote. In 2006, it was discovered that Eastbury ward...","Numbers of votes by party for elections on 4 May 2006 by borough. Voters were able to make more than one vote. In 2006, it was discovered that Eastbury ward was inaccurate due to a clerical error. After seeking legal advice, it was decided that as the result had been declared it must stand until a petition is made to the High Court by the affected candidate. 2006: It was not possible for Hackney to provide figures for postal voters which included rejected ballot papers, all the rejected ballot papers are included with the polling station figures. 2006: Westminster would not provide figures for postal voters. The ward statistics from this election, can be found here .",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2wz1y,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF, SPREADSHEET",UNKNOWN,2006-01 to 2006-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"poll, turnout, party, voting, elections",snowflake,Medium,Topics: transparency. Last updated: 2014-07-04.
European Election Results 2004,2ojgd,"European Parliamentary Election 2004, London Region - London wide results. The results are reported in the 2004 London Elections report.","European Parliamentary Election 2004, London Region - London wide results. The results are reported in the 2004 London Elections report.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2ojgd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF, SPREADSHEET",UNKNOWN,2004-01 to 2004-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"party, turnout, poll, voting, europe, elections",snowflake,Medium,Topics: transparency. Last updated: 2014-07-04.
European Election Results 2009,vqnmn,"European Parliamentary Election 2009, London Region - London wide results.","European Parliamentary Election 2009, London Region - London wide results.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/vqnmn,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF, SPREADSHEET",UNKNOWN,2009-01 to 2009-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"elections, voting, europe, poll, turnout, party",snowflake,Medium,Topics: transparency. Last updated: 2014-07-04.
"London Elections Results 2004, Borough",e585w,"Mayoral and London Assembly votes, spoils and turnout from 2004. Election results from London elections on 10 June 2004. Data from the elections in 2000 is...","Mayoral and London Assembly votes, spoils and turnout from 2004. Election results from London elections on 10 June 2004. Data from the elections in 2000 is not available at a borough level since it was never collected, though the report does provide comparisons with all available data from the 2000 elections ie Constituency level data. There is a seperate page for 2000 data . Elections covered in the data are London Mayor (first and second choice), London member (list), GLA Constituency member, and European Parliament.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e585w,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF, SPREADSHEET",UNKNOWN,2004-01 to 2004-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"spoils, poll, assembly, mayor, constituency, elections, turnout, voting",snowflake,Medium,Topics: transparency. Last updated: 2014-07-04.
"London Elections Results 2008, Borough",2nplx,"Mayoral and London Assembly votes, spoils and turnout. Election results from London elections on 1 May 2008. Data from the elections in 2000 is not...","Mayoral and London Assembly votes, spoils and turnout. Election results from London elections on 1 May 2008. Data from the elections in 2000 is not available at a borough level since it was never collected. Elections covered in the data are London Mayor (first and second choice), London member (list), and GLA Constituency member. Note: Ward turnouts include polling station votes only, and are therefore indicative only. Postal votes weren't recorded in the ward where people were resident, only at borough level.",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2nplx,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, PDF, SPREADSHEET",UNKNOWN,2008-01 to 2008-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"constituency, poll, voting, mayor, spoils, elections, assembly, turnout",snowflake,Medium,Topics: transparency. Last updated: 2014-07-04.
Mayor's Decisions,2384k,Register of Mayoral decisions approving proposals for new or significant initiatives. The Mayor has pledged to uphold and develop the highest standards of...,"Register of Mayoral decisions approving proposals for new or significant initiatives. The Mayor has pledged to uphold and develop the highest standards of transparency and openness in the way that he makes decisions and spends public money. The Mayor rather than GLA officers approves proposals for new or significant initiatives and those where expenditure will be over £50,000. These decisions are published on the GLA website in RTF and PDF format. The Datastore also makes summary information (as reported to the London Assembly) available in CSV format, which is accessible via the link below. Relevant link: https://www.london.gov.uk/about-us/mayoral-decisions",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2384k,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Weekly,CSV,UNKNOWN,2009-04 to 2009-04,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"decisions, mayor, expenditure",snowflake,Medium,Topics: transparency. Last updated: 2014-07-04.
Lambeth Council Open Data,2o8l6,"Lambeth council have a wide range of data about the borough available for public use, which you can access in machine-readable and easily-shared formats...","Lambeth council have a wide range of data about the borough available for public use, which you can access in machine-readable and easily-shared formats such as CSV and JSON. Read more on Lambeth's open data pages . Lambeth publish over 100 different mapping datasets, to be used freely by residents and local businesses: Lambeth Open Mapping Data portal",Other,London Borough of Lambeth,https://data.london.gov.uk/dataset/2o8l6,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"data, lambeth, open",snowflake,Medium,Topics: transparency. Last updated: 2014-06-02.
GLA Poll Results 2014,2l8ox,"The GLA undertakes regular polling of Londoners' views. The results from these polls appear on this page, if interested in other years data click here.","The GLA undertakes regular polling of Londoners' views. The results from these polls appear on this page, if interested in other years data click here.",Other,GLA Opinion Research,https://data.london.gov.uk/dataset/2l8ox,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,"PDF, SPREADSHEET, ZIP",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,Topics: transparency. Last updated: 2014-01-31.
Mayor's Office Expenses,exp3m,"Declaration of expenses incurred by Mayor, Deputy Mayor, Directors and Advisors. This currently links to the existing PDF and RTF documents on the GLA...","Declaration of expenses incurred by Mayor, Deputy Mayor, Directors and Advisors. This currently links to the existing PDF and RTF documents on the GLA website. We are working on making this data available in a more easy to use format. Related link: https://www.london.gov.uk/about-us/greater-london-authority-gla/spending-money-wisely/salaries-expenses-benefits-and-workforc e",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/exp3m,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"expenses, expenditure, mayor",snowflake,Medium,Topics: transparency. Last updated: 2013-09-04.
Mayor's Office Register of Interests,e5m9g,Declaration of personal interests by the Mayor's Office. The Mayor of London is required to declare personal interests in the Standing Register of...,"Declaration of personal interests by the Mayor's Office. The Mayor of London is required to declare personal interests in the Standing Register of Interests. He/she must register these details with the GLA's Monitoring Officer within 28 days of the commencement of his/her term of office, and must submit an updated notification within 28 days of becoming aware of any change. The Mayor has stated that the Register of Interests for Mayoral appointments will also be published in his promotion of openness and transparency. Relevant link: https://www.london.gov.uk/about-us/greater-london-authority-gla/good-governance/register-interests",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e5m9g,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,UNKNOWN,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"interests, mayor",snowflake,Medium,Topics: transparency. Last updated: 2013-09-04.
