title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Strategic Housing Land Availability Assessment (SHLAA) 2017 - Approvals & Allocations,e6wp0,A Strategic Housing Land Availability Assessment (SHLAA) is a technical exercise to determine the quantity and suitability of land potentially available for...,"A Strategic Housing Land Availability Assessment (SHLAA) is a technical exercise to determine the quantity and suitability of land potentially available for housing development. It is not a site allocations exercise – the purpose is to provide a robust indication of aggregate housing capacity at local authority level. The SHLAA is a required part of the evidence base needed for the preparation of a Local Plan (as specified in the National Planning Policy Framework , para. 159). The Mayor carries out a London-wide SHLAA to determine the borough housing targets that form a key part of the London Plan. The sites in appendices D and E (approval and allocation sites) from the SHLAA 2017 report are available for download below. Potential sites remain confidential.",Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e6wp0,Creative Commons Attribution — http://www.opendefinition.org/licenses/cc-by,One off,"SPREADSHEET, ZIP",UNKNOWN,2017-01 to 2041-12,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: housing, planning. Last updated: 2019-10-29."
"Average Private Rents, Borough",29j80,"Summary of average monthly rents in private rental market, recorded per 12 month rolling period. Data updated bi-annually by local authority areas for...","Summary of average monthly rents in private rental market, recorded per 12 month rolling period. Data updated bi-annually by local authority areas for England. These statistics used to be produced quarterly but since 2013 have been updated bi-annually in Q1 and Q3 only. VOA note on these statistics: ""The sample used to produce these statistics is not statistical and may not be consistent over time as such these data should not be compared across time periods or between areas."" This table only reflects the data available from the VOA and does not indicate level of statistical significance of the differences between areas or changes over time. The release presents the mean (average), median, lower quartile, and upper quartile gross monthly rent paid (ignoring any adjustment for services not ",Real Estate,Valuation Office Agency,https://data.london.gov.uk/dataset/29j80,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2011-04 to 2019-03,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"city-of-london, redbridge, enfield, newham, islington, home, rent, westminster, richmond-upon-thames, brent, southwark, barking-and-dagenham, greenwich, housing, croydon, ealing, harrow, havering, kensington-and-chelsea, hammersmith-and-fulham, private, hackney, hillingdon, lewisham, hounslow, barnet, sutton, rooms, waltham-forest, merton, wandsworth, lambeth, bexley, camden, kingston-upon-thames, bromley, tower-hamlets, haringey",snowflake,Medium,Topics: housing. Last updated: 2019-08-27.
"Average House Prices by Borough, Ward, MSOA & LSOA",2jkxd,Annual mean and median property prices calculated by the GLA from Price Paid Data published on Land Registry website. Number of property sales also...,"Annual mean and median property prices calculated by the GLA from Price Paid Data published on Land Registry website. Number of property sales also included. Data has been aggregated to Borough, Ward, MSOA, LSOA, Postcode Districts and Postcode Sectors. Caution should be used when analysing figures based on a low number of sales. Price Paid Data provides information on every residential property sale in England and Wales that has been lodged with HM Land Registry for registration. Download full price paid data from the Land Registry . Click here to access an interactive dashboard using some of the data available from this page.",Real Estate,Land Registry,https://data.london.gov.uk/dataset/2jkxd,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Annual,"CSV, SPREADSHEET",UNKNOWN,1995-01 to 2017-12,Postcode Sector,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"camden, enfield, brent, waltham-forest, kingston-upon-thames, westminster, redbridge, merton, city-of-london, harrow, house-prices, sutton, msoa, local-authority, lewisham, ealing, barnet, islington, barking-and-dagenham, haringey, croydon, lambeth, richmond-upon-thames, hounslow, sales, greenwich, wandsworth, southwark, newham, wards, havering, bromley, hillingdon, kensington-and-chelsea, tower-hamlets, hackney, price-paid, bexley, property, hammersmith-and-fulham, lsoa",snowflake,Medium,Topics: housing. Last updated: 2018-11-05.
London’s housing data from AMR13,v8o0m,Full listings of the residential units in London’s housing pipeline as at 31/03/2016 and completed between 01/04/20015 and 31/03/2016 from the London...,Full listings of the residential units in London’s housing pipeline as at 31/03/2016 and completed between 01/04/20015 and 31/03/2016 from the London Development Database (LDD). The LDD records significant planning permissions in London. The data is entered by the London Boroughs and is checked by the GLA to ensure consistency across London. The LDD records any planning consent that permits the loss or gain of one or more residential units. This data was used to compile the housing monitor in the London Plan Annual Monitoring Report 13 . it will not be updated.,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/v8o0m,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Point Location,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: housing, planning. Last updated: 2018-10-05."
London Housing Strategy 2018 Consultation,2y5g7,The London Housing Strategy sets out the Mayor's plans to tackle the capital's housing crisis and his vision to provide all Londoners with a good quality...,"The London Housing Strategy sets out the Mayor's plans to tackle the capital's housing crisis and his vision to provide all Londoners with a good quality home they can afford. The draft strategy was published for a 12-week consultation between 6 September and 7 December 2017. Responses were received from over 2,000 members of the public via surveys, online discussion threads, and written correspondence. Over 200 organisations also submitted written responses to the draft strategy. The consultation response report, available at www.london.gov.uk/housing-strategy , provides an accurate summary of responses to the consultation. Quantitative information used to develop this report are set out below.",Real Estate,GLA Opinion Research,https://data.london.gov.uk/dataset/2y5g7,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: housing, transparency. Last updated: 2018-06-05."
GLA Group Land Assets,em875,Data showing the location of the GLA Group's land and property holdings and development opportunities. This data is available to view interactively on the...,Data showing the location of the GLA Group's land and property holdings and development opportunities. This data is available to view interactively on the GLA Land and Property Database .,Real Estate,Greater London Authority (GLA),https://data.london.gov.uk/dataset/em875,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, HTML",UNKNOWN,2018-05 to 2018-05,Coordinates,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"portfolio, development, sites, housing, land, sales, assets, property",snowflake,Medium,Topics: housing. Last updated: 2018-05-11.
"Monthly Mix-Adjusted Average House Prices, London",2l818,"This page is no longer being updated. Please use the UK House Price Index instead. Mix-adjusted house prices, by new/pre-owned dwellings, type of buyer...","This page is no longer being updated. Please use the UK House Price Index instead. Mix-adjusted house prices, by new/pre-owned dwellings, type of buyer (first time buyer) and region, from February 2002 for London and UK, and average mix-adjusted prices by UK region, and long term Annual House Price Index data since 1969 for London. The ONS House Price Index is mix-adjusted to allow for differences between houses sold (for example type, number of rooms, location) in different months within a year. House prices are modelled using a combination of characteristics to produce a model containing around 100,000 cells (one such cell could be first-time buyer, old dwelling, one bedroom flat purchased in London). Each month estimated prices for all cells are produced by the model and then combined w",Real Estate,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2l818,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,SPREADSHEET,UNKNOWN,1969-02 to 2016-03,Region,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"house-prices-index, time, series",snowflake,Medium,Topics: housing. Last updated: 2016-05-18.
"Dwellings by Property Build Period and Type, LSOA and MSOA",em85y,"This CSV table shows a breakdown of the dwelling stock down to a lower geographic level Lower layer Super Output Area or LSOA, categorised by the property...","This CSV table shows a breakdown of the dwelling stock down to a lower geographic level Lower layer Super Output Area or LSOA, categorised by the property build period and property type. Counts in the tables are rounded to the nearest 10 with those below 5 recorded as negligible and appearing as -. Data on build period, or age of property, has been used to create 12 property build period categories: Pre-1900, 1900-1918, 1919-1929, 1930-1939, 1945-1954, 1955-1964, 1965-1972, 1973-1982, 1983-1992, 1993-1999, 2000-2009, and 2010-2015. Data on property type includes breakdown by bungalow, terraced, flat/maisonette, semi-detached and detached, and by the number of bedrooms. The counts are calculated from domestic property data for England and Wales extracted from the Valuation Office Agencys ad",Real Estate,Valuation Office Agency,https://data.london.gov.uk/dataset/em85y,UNKNOWN,Annual,"CSV, SPREADSHEET",UNKNOWN,2014-03 to 2015-03,Lower Super Output Area,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"age, dwellings, housing, building, homes, year, voa, build",snowflake,Medium,Topics: housing. Last updated: 2015-11-13.
Housing Sales,2r8rw,"Number of properties sold from Land Registry data. Excluded from the above figures are sales at less than market price (e.g. Right To Buy), sales below...","Number of properties sold from Land Registry data. Excluded from the above figures are sales at less than market price (e.g. Right To Buy), sales below £1,000 and sales above £20m. Relevant link: http://www.ons.gov.uk/ons/rel/regional-analysis/house-price-statistics-for-small-areas/index.html",Real Estate,Land Registry,https://data.london.gov.uk/dataset/2r8rw,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,"CSV, SPREADSHEET",UNKNOWN,1995-01 to 2014-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"house, sales, market, property, homes",snowflake,Medium,Topics: housing. Last updated: 2015-07-07.
"Dwellings Numbers on Valuation List, Borough",e64wz,"Numbers of dwellings on Valuation List in each council tax band. Data comes from Valuation Office Agency of HMRC. Based on property values at 1 April 1991,...","Numbers of dwellings on Valuation List in each council tax band. Data comes from Valuation Office Agency of HMRC. Based on property values at 1 April 1991, homes are allocated to one of eight bands in England: the lowest - band A - is for homes worth less than £40,000, and the highest - band H - is for those worth more than £320,000.",Real Estate,"Ministry of Housing, Communities & Local Government (MHCLG)",https://data.london.gov.uk/dataset/e64wz,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,SPREADSHEET,UNKNOWN,2008-01 to 2015-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"building, council, build, homes, housing, dwellings, year, tax",snowflake,Medium,Topics: housing. Last updated: 2015-06-11.
