title,slug,short_description,long_description,category,provider,source_url,licence,update_frequency,format,record_count,date_coverage,geographic_coverage,access_method,schema_fields,sample_rows,tags,access_type,priority,notes
Census 2001 Key Statistics 12: Occupation,vd564,"Census Key Statistics Table KS12: Occupation groups. Please note that Armed Forces figures comprise those people who responded ""Armed Forces"" to the...","Census Key Statistics Table KS12: Occupation groups. Please note that Armed Forces figures comprise those people who responded ""Armed Forces"" to the industry question and ""Commissioned Officer"" or ""Other rank"" to the occupation question. As some people who were in the Armed Forces may have given other occupations or industries, the figures in this table for 'managers and senior officials' and 'associate professional and technical occupations' are likely to underestimate the true figure. This is, however, unlikely significantly to affect the figures presented here in the vast majority of areas. ONS will release more detailed analysis in due course to help with the interpretation and use of this information. Cells in this table have been randomly adjusted to avoid the release of confidential",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/vd564,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, HTML",UNKNOWN,2001-01 to 2001-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"census, occupation, demography, employment, population, borough-economic",snowflake,Medium,"Topics: business-and-economy, demographics, employment-and-skills. Last updated: 2019-10-16."
Census 2001 Key Statistics 11: Industry of Employment,e719x,Census Key Statistics Table KS11: Industry of Employment. Other includes; other community; social and personal service activities; private households with...,"Census Key Statistics Table KS11: Industry of Employment. Other includes; other community; social and personal service activities; private households with employed persons and extra-territorial organisations and bodies. Please note that Armed Forces figures comprise those people who responded 'Armed Forces' to the industry question and 'Commissioned Officer' or 'Other rank' to the occupation question. As some people who were in the Armed Forces may have given other occupations or industries, the figures in this table for 'public administration and defence' are likely to underestimate the true figure. This is, however, unlikely significantly to affect the figures presented here in the vast majority of areas. ONS will release more detailed analysis in due course to help with the interpretati",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/e719x,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, HTML",UNKNOWN,2001-01 to 2001-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"industry, demography, population, census, employment, borough-economic",snowflake,Medium,"Topics: business-and-economy, demographics. Last updated: 2019-10-16."
Census 2001 Key Statistics 09: Economic Activity,2yrjw,Census Key Statistics Table KS09: Economic Activity. For the Census; part-time is defined as working 30 hours or less a week. Full-time is defined as...,Census Key Statistics Table KS09: Economic Activity. For the Census; part-time is defined as working 30 hours or less a week. Full-time is defined as working 31 or more hours a week. Long-term unemployed are those who stated they have not worked since 1999 or earlier. Cells in this table have been randomly adjusted to avoid the release of confidential data. All data is © Crown Copyright 2003. Census day was 29 April 2001.,Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/2yrjw,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,"CSV, HTML",UNKNOWN,2001-01 to 2001-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"population, employment, economic-activity, demography, census, borough-economic",snowflake,Medium,"Topics: business-and-economy, demographics. Last updated: 2019-10-16."
"Commercial and Industrial Floorspace, Borough",23gyd,"Rateable Value Statistics for Commercial and Industrial Floorspace by Local Authority. Breakdown of commercial and industrial stock including count,...","Rateable Value Statistics for Commercial and Industrial Floorspace by Local Authority. Breakdown of commercial and industrial stock including count, floorspace and rateable value by sector includinf retail, offices, industrial and other. Data comes from the Valuation Office Agency (VOA) Average rateable value - £/m2 Total Rateable value - £'000s Total Floorspace - 000s m2 Hereditaments - Number This data is available from the VOA website Note: There is currently no date planned for next release on updating the Business Floorspace dataset. This is due to current resourcing issues at VOA and there is currently no fixed timeline to publish an update to these statistics.",Other,Valuation Office Agency,https://data.london.gov.uk/dataset/23gyd,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Unknown,SPREADSHEET,UNKNOWN,2000-01 to 2012-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"stock, rateable, industrial, age, floorspace, commercial, property, borough-economic",snowflake,Medium,Topics: business-and-economy. Last updated: 2019-10-16.
London's Jobs History,e79yk,A London series by industry and a borough series (no industry) 1984 to 2011. These data have been used by GLA Economics to forecast long-term employment...,"A London series by industry and a borough series (no industry) 1984 to 2011. These data have been used by GLA Economics to forecast long-term employment projections and within GLA Economics' models for exports, tourism and life sciences. The two series are: 1. London Employment Jobs: a London level series which includes Employee Jobs and Self-Employment Jobs from 1984 to 2010 with industries by GLA Economics sectors on a SIC 2007 basis 2. A borough level Employee Jobs series 1984 to 2010 (no industry breakdown) Methods and assumptions behind the data are explained in the GLA Economics Working Paper 52 Data Download Notes Borough Data Source: ONS Employee Jobs, ONS Business Surveys, GLA Economics assumptions Data are for employees and do not include self-employment jobs Data are adjusted fo",Other,Office for National Statistics (ONS),https://data.london.gov.uk/dataset/e79yk,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Annual,CSV,UNKNOWN,1984-01 to 2011-12,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"jobs, borough-economic",snowflake,Medium,"Topics: business-and-economy, employment-and-skills. Last updated: 2019-10-16."
Newham Local Information System,2k8jr,Newham Info is the London Borough of Newham's Local Information System and provides a selection of data about various topics. These include: pupil...,"Newham Info is the London Borough of Newham's Local Information System and provides a selection of data about various topics. These include: pupil performance on key stage indicators in the local area estimated healthy life expectancy for the local and comparator areas notifiable offences recorded by the police primary methods of travel to work across the local and comparator areas whether housing is rented or owner occupied, for the local and comparator areas the number of jobs and enterprise in a local area datasets that measure several aspects of deprivation Data can be extracted to CSV, XLS and XML via the Newham Info Data Views page.",Other,London Borough of Newham,https://data.london.gov.uk/dataset/2k8jr,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Quarterly,UNKNOWN,UNKNOWN,UNKNOWN,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"travel, gender, offences, age, life-expectancy, crime, deprivation, jobs, tenure, pupil-attainment, borough-economic",snowflake,Medium,"Topics: business-and-economy, crime-and-community-safety, demographics, education, environment, health, housing, sport, transport, young-people. Last updated: 2019-10-16."
"London Labour Market, Skills and Employment Indicators",29j71,The Labour Market Indicators spreadsheet for boroughs and regions will no longer be updated from March 2015. The final version from March 2015 will still be...,"The Labour Market Indicators spreadsheet for boroughs and regions will no longer be updated from March 2015. The final version from March 2015 will still be available to download at the bottom of this page. Most of the data is available within datasets elsewhere on the Datastore. Workforce Jobs Unemployment Model based Unemployment for Boroughs Claimant Count rates for Boroughs and Wards Employment Rate Trends Employment rates by Gender, Age and Disability Number of Self Employed, Full and Part Time Employed Employment by Occupation Employment by Industry Employment, Unemployment, Economic Activity and Inactivity Rates by Disability Employment by Ethnicity Economic Inactivity by Gender and Reason Qualifications of Economically Active, Employed and Unemployed Qualification levels of working",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/29j71,UK Open Government Licence (OGL v2) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,Monthly,"PDF, SPREADSHEET",UNKNOWN,2012-01 to 2015-01,Local Authority,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"haringey, barnet, newham, brent, wandsworth, camden, barking-and-dagenham, hackney, waltham-forest, redbridge, lambeth, hounslow, lewisham, havering, kensington-and-chelsea, croydon, hammersmith-and-fulham, islington, harrow, merton, enfield, greenwich, city-of-london, sutton, bexley, ealing, hillingdon, bromley, southwark, richmond-upon-thames, kingston-upon-thames, tower-hamlets, westminster, borough-economic",snowflake,Medium,"Topics: business-and-economy, education, employment-and-skills. Last updated: 2019-10-16."
Exploring how to measure social integration using digital and online data,2w11y,"As part of the Mayor's Social Integration Strategy published in March 2018, one of the commitments was to develop a more comprehensive set of measures for...","As part of the Mayor's Social Integration Strategy published in March 2018, one of the commitments was to develop a more comprehensive set of measures for social integration and to carry out bespoke and innovative data collection for London to achieve this. This scoping study conducted by the Centre for Analysis of Social Media at Demos and commissioned by the GLA is the first step towards looking at more innovative data collection methods. The report highlights the potential opportunities and pitfalls in using digital and online data in measuring social integration in London, identifies a diverse selection of sources available and provides an outline of potential use cases for this data across the breadth of social integration measures. A handy one-page matrix of all of the evaluated sour",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/2w11y,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,"PDF, SPREADSHEET",UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,social integration,snowflake,Medium,"Topics: business-and-economy, crime-and-community-safety, demographics, education, employment-and-skills, housing, income-poverty-welfare, young-people. Last updated: 2019-09-20."
Potential Impacts of Skills-based Immigration Policies in London,e6won,These workbooks contain the supporting data that sits behind GLA Economics Current Issues Notes 58 and 59. The Government recently set out plans for a...,"These workbooks contain the supporting data that sits behind GLA Economics Current Issues Notes 58 and 59. The Government recently set out plans for a ‘skills-based’ immigration system post-Brexit. To inform debate, GLA Economics has produced two Current Issues Notes aimed at understanding which areas of London’s labour market are likely to be most affected by the proposals. Current Issues Note 58: Which occupations may be most affected by the new £30,000 minimum salary and RQF3+ skills threshold proposals? Who works in these roles? How does the list of affected occupations change as the salary threshold is reduced towards £21,000? Current Issues Note 59: In which occupations is the greatest disruption most likely from the proposed £30,000 minimum salary and RQF3+ skills threshold proposal",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/e6won,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,Unknown,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,,snowflake,Medium,"Topics: business-and-economy, employment-and-skills. Last updated: 2019-08-01."
London input-output tables,v8oow,"The London IO tables provide an overview of activity across sectors and key aggregates (production, consumption and expenditure) as well as the...","The London IO tables provide an overview of activity across sectors and key aggregates (production, consumption and expenditure) as well as the interlinkages between sectors and London’s trade (with the rest of the UK, the EU and the rest of the world). The IO tables are product x product rather than industry x industry. The data is for the product definition of sectors, and sector coverage aligns with the 2014 London Business Survey. See https://data.london.gov.uk/gla-economics/london-business-survey-2014 / Explanation of the content of the tables, applications of their use, and details on the methodology are available here: https://www.london.gov.uk/business-and-economy-publications/london-input-output-tables",Other,Greater London Authority (GLA),https://data.london.gov.uk/dataset/v8oow,UK Open Government Licence (OGL v3) — http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,One off,SPREADSHEET,UNKNOWN,UNKNOWN,Greater London,Free download,UNKNOWN — requires accessing dataset page directly,UNKNOWN — requires accessing dataset page directly,"GVA, Sectors, Input-output, production, consumption, expenditure, trade",snowflake,Medium,Topics: business-and-economy. Last updated: 2019-04-24.
